to_postcode,to_country_id
20551-190,32
20551230,32
20560031,32
20560070,32
20560075,32
20560-121,64
20560185,32
20560200,32
20560218,32
20561014,32
20561025,32
20561050,32
20561-070,32
20561098,64
20561-202,32
20561204,32
20561-204,32
20561-206,32
20561240,256
20561-270,32
20710005,64
20710070,96
20710300,32
20710360,32
20715003,32
20715005,32
20715310,160
20715-310,32
20720-035,32
20720-230,32
20720292,64
20720297,32
20720300,32
20720-350,64
20725040,32
20725-050,32
20730030,32
20730-040,32
20730320,32
20730440,32
20735-160,96
20735-180,32
20735330,32
20740390,64
20750-170,32
20751-250,32
20755270,64
20756070,32
20756150,32
20756210,64
20761-300,32
20766-190,32
20766-195,32
20766-200,32
20766-340,96
20766720,32
20770150,128
20770-150,96
20770180,32
20770240,32
20770-240,32
20771310,64
20771-421,32
20771450,32
20775000,64
20775010,32
20775040,64
20780-050,32
20780200,64
20780-200,32
20785-224,32
20785-294,32
20878,944
20910060,32
20910-061,32
20911070,32
20920-340,64
20921-003,128
20921030,64
20940060,160
20950180,64
20950370,32
20960110,32
20960150,32
20961148,64
20961210,32
21010-200,32
21011-500,32
21011-540,32
21011620,32
21012250,32
21020010,32
21020-160,32
21020190,32
21020320,32
21020380,32
21021080,32
21021-380,32
21021-480,32
21021-490,32
21021-540,32
21030230,32
21031250,64
21031-410,32
21031790,32
21032000,64
21044-766,32
21050623,32
21060-100,64
21060-120,32
21060130,64
21060230,32
21060-540,32
21061020,32
21061-020,96
21061-240,64
21061-300,32
21061-61,32
21061-610,32
21061-771,32
21062-110,32
21070710,32
21072-770,32
21073050,32
21073-340,64
21210002,32
21210-010,32
21210150,32
21210-673,32
21211010,32
21211-020,32
21211750,32
21220301,32
21220320,160
21221060,32
21221-140,32
21221-310,32
21221410,64
21221-480,32
21230355,32
21230430,32
21230-690,32
21230710,32
21231020,32
21235111,32
21235190,64
21235490,32
21235-550,32
21235603,32
21235720,32
21240800,32
21240-800,32
21241090,64
21241-200,96
21241-240,32
21241430,64
21250450,32
21250-450,32
21310-130,32
21310-230,32
21311-240,32
21311-310,32
21320-040,32
21320-220,160
21321000,32
21321230,32
21330650,32
21331-240,32
21331590,32
21340380,32
21340510,32
21341250,32
21341460,32
21350050,96
21350-180,32
21351100,32
21351110,32
21361310,64
21380270,32
21510104,32
21520-360,96
21540501,32
21545120,64
21550-010,32
21555-170,32
21610290,32
21610-570,32
21620-050,32
21620260,32
21625-310,64
21630060,64
21655110,32
21655160,32
21660-100,160
21660520,32
21735110,32
21735250,32
21741060,32
21745-770,64
21745-810,64
21750-121,32
21755-310,32
21775410,32
21810042,32
21815250,32
21840-429,64
21842-250,64
21843-030,32
21853-031,32
21860040,64
21860-040,64
21860-320,32
21862-005,32
21863-280,32
21870415,32
21910145,32
21910-260,32
21911090,32
21911-220,64
21911-430,32
21920060,32
21921025,32
21921190,96
21921546,32
21921630,32
21921680,96
21930100,32
21930130,32
21930330,32
21931070,32
21931-155,32
21931-210,64
21931-574,32
21932819,32
21940-080,32
21940-120,32
21940-320,32
21940-400,32
21941080,32
22010000,128
22010010,128
22010-010,64
22010020,32
22010-050,32
22010-070,96
22010100,64
22010110,128
22010-110,64
22010121,32
22011001,64
22011-001,32
22011002,128
22011-030,32
22020002,32
22020-010,64
22020040,32
22021-001,64
22021010,32
22021020,64
22021030,32
22021040,96
22030001,32
22030002,96
22030-040,96
22031-011,64
22031030,32
22031040,64
22031050,64
22031060,32
22031072,64
22040001,32
22040-001,32
22040002,32
22040-002,96
22040041,32
22041011,32
22041-011,32
22041012,32
22041-012,32
22041040,32
22041-040,32
22041-070,64
22050011,32
22050012,32
22050-031,64
22051011,32
22051020,64
22051-030,64
22060001,32
22060-001,32
22060002,32
22060-030,64
22060-040,32
22061010,32
22061020,32
22061030,64
22070000,64
22070-001,32
22070002,32
22070012,96
22070-012,96
22071-001,32
22071020,32
22071030,32
22071100,128
22071-100,64
22071101,32
22071110,64
22071-110,32
22080-001,32
22080-002,32
22080010,96
22080060,32
22080-060,32
22081000,96
22081-001,96
22081010,32
22081025,64
22081-025,32
22081031,64
22081042,32
22210010,64
22210030,32
22210-030,64
22210040,64
22210050,96
22210-050,128
22210060,32
22210-065,64
22210080,64
22210-080,32
22210085,32
22210-085,96
22211-200,32
22211225,64
22220000,32
22220-000,64
22220010,64
22220-010,32
22220030,64
22220-030,32
22220040,96
22220-040,32
22220080,32
22221000,64
22221-000,32
22221010,64
22221-010,96
22221011,32
22221-030,192
22221080,32
22221-080,64
22221100,32
22221120,32
22221-140,96
22230000,96
22230001,160
22230-001,32
22230020,32
22230-060,96
22230061,96
22230-061,32
22231000,32
22231020,32
22231080,64
22231110,64
22231-110,32
22231120,32
22231-130,64
22231140,128
22240000,64
22240-000,32
22240003,32
22240-003,64
22240-004,32
22240-006,32
22240070,32
22241000,32
22241-020,32
22241-080,64
22241-125,64
22241220,32
22245-040,32
22245070,32
22245110,32
22245-110,32
22245120,96
22245-120,64
22250020,32
22250040,32
22250-040,32
22250-060,160
22250110,64
22250120,64
22250-145,32
22250210,32
22251030,96
22251-030,64
22251040,96
22251-040,64
22251050,64
22251-050,128
22251-080,32
22260001,32
22260-002,32
22260009,64
22260-020,32
22260-090,96
22260100,32
22260-100,32
22260120,32
22260-210,64
22260240,32
22261000,32
22261004,64
22261005,32
22261-010,32
22261020,32
22261-030,32
22261040,32
22261060,32
22261100,32
22270-000,32
22270010,32
22270-010,64
22270030,32
22270070,64
22271000,32
22271044,32
22271050,64
22271-050,32
22271091,32
22271110,64
22271-110,32
22280005,32
22280010,64
22280020,64
22280-020,96
22280030,32
22280-030,32
22280080,96
22280-080,32
22280110,64
22280-110,64
22281-080,32
22290030,32
22290-030,32
22290080,64
22290-080,32
22290140,64
22290160,192
22290-160,64
22290-290,32
22291000,64
22291060,32
22291220,32
22410-001,96
22410003,64
22410040,32
22410-090,32
22411000,224
22411-000,96
22411-003,32
22411030,128
22411-040,64
22420004,128
22420-006,32
22420008,64
22420-008,32
22420-012,32
22420-020,32
22420030,32
22420-040,32
22420041,64
22420-041,64
22420042,32
22421-000,64
22421022,32
22421023,96
22421-028,32
22421-029,32
22421030,32
22421-030,32
22430060,64
22430-070,32
22430090,32
22430-130,32
22430-160,64
22430170,96
22430190,64
22430200,32
22430-210,32
22430-220,32
22431-001,32
22431002,32
22431010,32
22431030,32
22431040,64
22440000,64
22440-005,64
22440032,32
22440-035,128
22440040,32
22440-050,32
22440060,32
22441000,32
22441-000,96
22441014,32
22441-014,32
22441-030,64
22441070,32
22441-090,32
22441120,32
22441-130,64
22441140,32
22441-140,64
22450001,32
22450002,32
22450-080,32
22450-100,32
22450130,64
22450-130,32
22450-140,96
22450150,64
22450160,32
22450190,96
22451-010,32
22451030,96
22451-030,32
22451040,128
22451-042,32
22451044,32
22451047,32
22451-047,32
22451-060,32
22451070,32
22451090,96
22451-270,32
22460040,32
22460-100,32
22461010,32
22461-020,32
22461090,96
22461240,64
22461-240,32
22470-060,32
22470070,128
22470-070,64
22470210,64
22470220,64
22470230,32
22471003,32
22471-003,96
22471-004,160
22471006,32
22471130,32
22471-180,32
22471210,32
22471-210,96
22471230,32
22610002,32
22610-002,160
22610-010,64
22610-095,64
22610142,64
22610-142,32
22610-150,32
22610210,32
22610-310,32
22611-180,32
22611201,32
22620061,32
22620-171,32
22620172,96
22620-172,32
22620240,32
22620311,32
22620-311,64
22620320,32
22620-350,32
22620-360,32
22620400,32
22620-904,32
22621000,32
22621-000,64
22621-140,96
22630010,96
22630-010,224
22630011,96
22630-011,96
22630012,32
22630-012,32
22630-013,64
22631000,64
22631-005,32
22631020,32
22631030,64
22631-030,96
22631051,96
22631052,64
22631-052,64
22631054,32
22631350,32
22631-350,32
22631370,128
22631-390,32
22631410,64
22631450,128
22631-450,96
22631460,32
22631902,32
22640200,32
22640-250,64
22640-338,32
22641-540,64
22641550,32
22641560,32
22710-045,160
22710055,32
22710255,32
22711020,32
22713460,96
22713470,64
22713480,32
22713-490,32
22715160,32
22720-380,32
22723150,32
22723180,32
22725-030,32
22725350,32
22730-001,32
22730-050,32
22730150,32
22730-150,32
22730290,32
22743-040,32
22743041,64
22743-041,96
22743180,32
22743660,32
22743670,32
22743-670,64
22745011,96
22745-055,160
22745-270,32
22745271,32
22745-271,32
22750-008,256
22750009,32
22750013,32
22750350,32
22750443,32
22753045,32
22753-050,64
22753140,32
22753155,32
22753501,64
22753703,32
22755001,32
22755-155,160
22760175,32
22763154,64
22763-197,64
22765003,32
22765-004,64
22765005,32
22765010,32
22765110,64
22765240,32
22765-431,32
22770102,32
22770-102,96
22770104,32
22770110,32
22775033,288
22775-033,160
22775036,64
22775040,32
22775-040,32
22775045,192
22775046,96
22775-046,64
22775048,32
22775051,224
22775-051,64
22775-053,32
22775057,32
22775060,160
22775-060,96
22775090,32
22775170,32
22775904,32
22776000,32
22776050,32
22776-050,32
22776070,128
22776-070,96
22780030,96
22780070,160
22780-070,32
22780175,32
22780-192,32
22780-220,32
22780-806,32
22783115,32
22783117,32
22783-120,32
22783-127,32
22783210,32
22783-220,64
22783407,64
22783410,32
22783560,32
22785-010,32
22785065,32
22785-100,32
22785-570,32
22785-590,128
22785620,32
22790030,32
22790-040,32
22790-147,32
22790170,32
22790177,32
22790200,32
22790-230,160
22790280,32
22790303,64
22790-303,64
22790340,64
22790-382,32
22790400,64
22790420,32
22790-420,64
22790450,32
22790-530,32
22790550,32
22790587,64
22790-587,32
22790663,32
22790669,32
22790-698,32
22790-710,32
22790735,64
22790-735,160
22790755,32
22790-790,64
22790832,32
22790861,32
22790873,32
22790-883,64
22793000,32
22793-000,64
22793071,64
22793-081,64
22793082,32
22793084,32
22793-084,96
22793095,64
22793102,96
22793105,64
22793-105,32
22793120,32
22793140,32
22793155,32
22793-200,32
22793237,32
22793-237,64
22793-261,32
22793262,32
22793-262,64
22793-311,32
22793-318,96
22793320,64
22793321,96
22793329,32
22793340,32
22793366,32
22793380,32
22793395,128
22793400,32
22793-400,96
22793520,32
22793670,32
22793840,64
22793917,32
22793924,64
22795006,96
22795008,96
22795045,64
22795-050,32
22795065,64
22795-065,32
22795078,64
22795-078,64
22795080,128
22795090,32
22795230,32
22795250,32
22795280,32
22795285,64
22795445,64
22795455,32
22795-455,64
22795491,32
22795-570,32
22795641,64
22795720,32
23017480,64
23020140,32
23020-180,32
23020240,32
23020-260,32
23020-810,32
23026-260,96
23028-750,32
23032-030,32
23033220,32
23042540,96
23042680,128
23045030,32
23045160,32
23047435,32
23065480,32
23066080,32
23068155,32
23068240,32
23070-220,32
23073760,32
23075-007,32
23075150,32
23075521,64
23081130,32
23082220,32
23090180,64
23090-180,96
23092661,32
23093140,64
23093-270,64
23095045,32
23095072,64
23097-105,32
23097-200,64
23520294,32
23550-285,32
23560170,64
23575024,32
23810135,32
23815-400,32
23820270,64
23821100,32
23860000,96
23860-000,96
23870-000,32
23880-000,32
23900-260,32
23903-000,32
23904-440,32
23906-510,32
23906565,64
23907-000,32
23919520,32
23934-545,32
23950020,32
23953-225,32
23953-230,32
23954-260,32
23970000,64
23970-000,128
24.350-380,32
24013-900,32
24020040,32
24020-040,32
24020-076,64
24020084,96
24020-350,32
24030081,64
24030-110,32
24030210,32
24030215,96
24060010,32
24070000,32
24070170,32
24110-310,32
24110395,32
24110520,64
24120010,64
24120191,32
24120-338,32
24130082,32
24130-082,32
24210230,32
24210240,32
24210-330,32
24210390,32
24210400,160
24210405,192
24210-405,32
24210430,32
24210-431,64
24210-470,64
24210480,96
24210510,32
24210-510,64
24220008,224
24220-008,64
24220020,32
24220021,64
24220030,96
24220-030,32
24220-031,32
24220045,32
24220-070,32
24220090,32
24220091,128
24220-091,32
24220100,64
24220111,128
24220120,64
24220121,64
24220-121,64
24220150,96
24220170,32
24220-170,32
24220211,64
24220-211,64
24220-215,32
24220-230,32
24220260,32
24220261,32
24220300,64
24220331,64
24220401,160
24220-401,128
24220420,64
24220-420,32
24230000,64
24230001,32
24230002,32
24230003,64
24230004,32
24230006,64
24230008,64
24230030,96
24230052,128
24230054,32
24230063,32
24230064,128
24230090,64
24230131,96
24230136,64
24230140,64
24230151,32
24230161,64
24230-170,32
24230190,96
24230-190,32
24230191,32
24230200,64
24230220,32
24230230,64
24230-240,32
24230320,96
24230322,32
24230340,32
24230390,64
24230540,64
24230-540,32
24240035,32
24240-110,32
24240135,32
24240181,64
24240-181,32
24240182,64
24240-182,32
24240211,64
24240660,64
24240670,128
24241000,96
24241002,64
24241030,32
24241275,32
24310000,32
24310090,192
24310-090,64
24315340,32
24315-375,32
24320-150,32
24320570,128
24320-570,96
24322-060,32
24322180,64
24325064,32
24330325,32
24340000,96
24340-000,32
24340045,32
24340070,32
24340085,128
24340-105,32
24340-155,32
24340250,32
24340300,32
24342040,32
24342220,64
24342239,32
24342240,32
24342392,32
24342414,32
24342741,64
24342744,64
24344-119,32
24344150,32
24344505,96
24346030,64
24346-220,32
24348-000,128
24348-095,32
24348-250,32
24348280,32
24350310,288
24350380,32
24350590,64
24350700,64
24355150,32
24355240,64
24358460,32
24358616,32
24358-640,32
24358655,32
24360022,32
24360-022,32
24360100,32
24360380,32
24360400,64
24360440,32
24360-440,32
24360510,32
24360560,96
24370025,160
24412000,32
24422170,32
24425190,32
24430-230,32
24435480,64
24435-610,32
24440570,32
24440645,32
24445345,128
24445480,32
24450240,32
24450265,32
24451230,32
24451590,32
24455025,32
24455516,32
24456-070,32
24457331,32
24460-010,32
24461390,32
24467-640,64
24470210,32
24470570,64
24710210,32
24710240,32
24710-510,32
24710580,64
24716-570,32
24720120,32
24738775,32
24754000,64
24754210,32
24754-210,32
24756151,32
24756660,32
24756-660,96
24901325,32
24903125,32
24903-485,64
24915505,32
24923-005,128
24930540,32
24931-135,32
24936-640,32
25 804 020,32
25010-090,32
25010200,32
25025-101,96
25030-050,192
25035-425,32
25050-350,32
25050-600,32
25051030,32
25060-445,32
25065-030,32
25065-190,32
25070420,32
25071-100,32
25071-181,32
25071-182,64
25071-202,32
25075020,64
25075180,32
25211100,160
25211120,32
25215245,32
25215283,96
25215-365,160
25230760,32
25233-460,32
25235-025,64
25240-010,64
25243-260,64
25261-260,32
25266-000,32
25270-250,32
25510-140,64
25515-140,64
25515-180,32
25515240,64
25515520,32
25515-520,64
25520-672,32
25525030,32
25545211,32
25555-490,32
25565165,32
25575-270,32
25575-290,32
25575-613,96
25580020,32
25585390,32
25600001,32
25610-020,32
25610150,32
25620-100,96
25625-027,32
25630320,64
25645010,32
25645-480,64
25650001,32
25650-025,32
25651-140,32
25651180,32
25655-156,64
25675-015,32
25675-021,32
25675-170,32
25675-281,64
25675-540,32
25680-150,32
25680-192,32
25680-330,32
25680-331,64
25710-228,32
25710-372,64
25715-221,64
25715310,32
25720-031,32
25720-062,32
25720112,32
25720-350,32
25725-022,32
25730-100,64
25730-360,32
25730500,96
25730-500,32
25730-685,32
25730-736,32
25740-100,32
25740365,32
25745690,32
25750-970,32
25802-220,32
25802-315,64
25802-333,32
25804020,64
25804090,32
25804-100,32
25805-150,32
25806-040,32
25810-140,32
25812-230,32
25845-000,96
25863-025,32
25900-001,64
25912-000,32
25920-550,32
25922-612,32
25931-754,96
25931842,32
25933155,64
25935-290,32
25935-338,64
25935-550,32
25946079,64
25946244,32
25946-580,32
25948-630,32
25954-000,32
25957-010,32
25958-425,32
25961345,64
25961355,32
25963-025,32
25963140,32
25963-140,32
25963411,64
25974-280,32
25976040,32
26011790,64
26015-082,32
26051-300,224
26061-170,32
26084-385,32
26112-232,32
26113-620,64
26116085,32
26130010,32
26130-010,96
26153-100,32
26180-175,32
26183700,64
26215420,32
26221030,32
26250-070,32
26250-160,32
26255040,32
26255060,32
26255-230,64
26256-170,32
26260-190,64
26260-250,32
26260400,32
26262060,32
26262070,32
26262-070,32
26263150,32
26265090,32
26291-344,32
26291425,32
26297-006,32
26311-140,32
26311-495,64
26313050,32
26383560,64
26385-400,32
26440105,32
26450-060,32
26450-350,32
26510-048,32
26510410,32
26520240,32
26525101,96
26535240,96
26535-350,32
26540-150,32
26574-490,32
26587-755,32
26600000,192
26600-000,64
26650000,32
26700000,416
26900000,128
26900-000,96
26950000,32
27.258-602,32
27113010,32
27113280,32
27120080,32
27170-000,32
27215-390,32
27250-180,32
27250-266,64
27250-480,32
27251085,64
27251160,32
27251-183,32
27251-220,32
27251-253,32
27251340,32
27256020,32
27256-150,64
27258020,32
27258-220,32
27258-450,32
27259-250,32
27259340,32
27260-500,32
27276385,32
27281-070,32
27283-340,32
27283-785,32
27285-020,32
27285230,32
27285-230,64
27285-285,32
27285-300,32
27288020,32
27288-050,32
27288-320,32
27320-000,32
27323260,32
27325640,32
27330280,32
27345320,32
27520005,32
27520-110,32
27520160,32
27520-160,64
27521-101,32
27522010,32
27523-000,96
27524550,32
27570-000,96
27580-000,32
27603,472
27640000,160
27700000,192
27700-000,32
27770000,32
27913-000,32
27913-300,32
27920-010,32
27920-390,32
27923320,32
27925150,64
27925-400,64
27925-515,32
27930510,32
27930-805,32
27930860,32
27933160,32
27935070,32
27937410,32
27940-380,32
27961008,64
27963-568,32
27963664,32
27971759,64
27998-000,32
28.300.000,32
28010-280,32
28010400,32
28013-090,32
28013100,32
28013-450,32
28013461,32
28015210,32
28015-210,32
28015390,32
28022310,32
28027-182,32
28030040,96
28030-215,96
28030-255,32
28030276,32
28035030,64
28035-040,32
28035042,64
28035-211,32
28035231,32
28035260,64
28035290,32
28053130,32
28070205,32
28080565,32
28083-880,32
28175000,32
28200000,32
28230000,64
28250000,32
28300000,96
28300-000,288
28360-000,32
28380-000,64
28400000,128
28430000,32
28455-000,64
28470000,32
28470-000,32
28495-000,32
28500-000,32
28540-000,128
28545-000,64
28550-000,32
28570000,64
28580000,32
28605-270,32
28605-490,32
28610-000,128
28610050,32
28610-190,96
28610-460,32
28611-300,96
28614280,32
28614-410,32
28615-063,32
28616045,32
28616-345,32
28616378,32
28621000,32
28621060,32
28621-070,32
28621-100,32
28621300,32
28621350,32
28623-090,32
28623-355,64
28625000,32
28625020,32
28625630,32
28625-630,32
28630457,32
28640-000,64
28650000,32
28660000,32
28680000,32
28695-000,32
28740000,32
28860-000,64
28890-001,32
28890-185,32
28890-413,32
28893301,32
28893-860,32
28895-002,32
28895-678,32
28895880,32
28895-892,32
28896043,32
28897160,32
28898464,32
28899-437,32
